1648722120.554588527,0,0.000000
1648722120.577096037,1,0.000000
1648722120.598743507,0,0.000000
1648722120.621387245,0,0.000000
1648722120.643916995,0,0.005000
1648722120.666323460,0,0.000000
1648722120.689474551,0,0.012000
1648722120.712778874,0,0.000000
1648722120.734771283,0,0.000000
1648722120.756127938,0,0.008000
1648722120.779638019,1,0.007000
1648722120.801255453,0,0.001000
1648722120.822848992,0,0.000000
1648722120.844143711,0,0.000000
1648722120.865750805,0,0.000000
1648722120.888750166,0,0.002000
1648722120.908964731,0,0.000000
1648722120.929406143,0,0.000000
1648722120.949007616,0,0.000000
1648722120.970204181,0,0.000000
1648722120.991359130,1,0.003000
1648722121.014451264,0,0.000000
1648722121.036975687,0,0.000000
1648722121.059373553,0,0.000000
1648722121.081570463,0,0.004000
1648722121.100831894,0,0.000000
1648722121.123164852,0,0.000000
1648722121.143255307,0,0.000000
1648722121.163606711,1,0.000000
1648722121.185070155,0,0.000000
1648722121.207591941,0,0.000000
1648722121.229229735,0,0.007000
1648722121.250011768,0,0.000000
1648722121.271258698,0,0.000000
1648722121.293368137,0,0.000000
1648722121.313408272,0,0.004000
1648722121.334926774,0,0.000000
1648722121.357343061,0,0.013000
1648722121.379104482,0,0.000000
1648722121.401178930,0,0.000000
1648722121.423435276,0,0.000000
1648722121.444554140,0,0.000000
1648722121.467410285,0,0.000000
1648722121.490276437,0,0.000000
1648722121.513918873,0,0.000000
1648722121.535087648,0,0.003000
1648722121.557284744,0,0.007000
1648722121.579034565,0,0.000000
1648722121.603243527,0,0.000000
1648722121.623914608,0,0.000000
1648722121.646026990,0,0.000000
1648722121.667698886,1,0.002000
1648722121.688876418,0,0.000000
1648722121.710780319,0,0.000000
1648722121.730816235,0,0.000000
1648722121.751534694,0,0.012000
1648722121.771433993,0,0.000000
1648722121.794175010,0,0.004000
1648722121.816091988,0,0.000000
1648722121.836419868,1,0.009000
1648722121.859621044,0,0.000000
1648722121.882126393,0,0.000000
1648722121.903932599,0,0.012000
1648722121.924447966,0,0.003000
1648722121.947471012,0,0.000000
1648722121.970498737,0,0.000000
1648722121.993438282,0,0.007000
1648722122.016209393,0,0.005000
1648722122.035652452,0,0.000000
1648722122.056117027,0,0.000000
1648722122.076455216,0,0.004000
1648722122.099710246,0,0.000000
1648722122.119050625,0,0.000000
1648722122.140202605,0,0.000000
1648722122.161839243,2,0.011000
1648722122.179574229,0,0.000000
1648722122.200038799,0,0.000000
1648722122.221238066,0,0.000000
1648722122.243222642,0,0.000000
1648722122.263386158,0,0.000000
1648722122.286073173,1,0.012000
1648722122.309542767,0,0.000000
1648722122.332428966,0,0.000000
1648722122.352510952,0,0.000000
1648722122.375142433,0,0.000000
1648722122.396499452,0,0.002000
1648722122.417424274,0,0.000000
1648722122.437850586,0,0.000000
1648722122.460029176,0,0.000000
1648722122.482799210,0,0.000000
1648722122.504111904,0,0.000000
1648722122.525030070,0,0.000000
1648722122.544620163,0,0.008000
1648722122.566215067,0,0.000000
1648722122.588439766,0,0.000000
1648722122.610150041,0,0.000000
1648722122.632608731,0,0.004000
1648722122.654449142,1,0.005000
1648722122.676647051,0,0.000000
1648722122.700237813,0,0.000000
1648722122.721128087,0,0.000000
1648722122.742745900,0,0.000000
1648722122.766486588,0,0.000000
1648722122.787909910,0,0.000000
1648722122.807322939,0,0.000000
1648722122.830258788,0,0.000000
1648722122.851215914,0,0.000000
1648722122.875259927,0,0.000000
1648722122.897396804,1,0.000000
1648722122.920078331,0,0.000000
1648722122.942564843,0,0.000000
1648722122.965376712,0,0.000000
1648722122.988696630,0,0.004000
1648722123.010004587,0,0.000000
1648722123.031263264,0,0.000000
1648722123.053738136,0,0.000000
1648722123.073591227,0,0.000000
1648722123.096201691,1,0.011000
1648722123.116667294,0,0.000000
1648722123.138144107,0,0.000000
1648722123.159214259,0,0.000000
1648722123.182331236,0,0.008000
1648722123.205360877,0,0.000000
1648722123.228044917,0,0.000000
1648722123.251187436,0,0.000000
1648722123.272775653,0,0.003000
1648722123.294617394,0,0.000000
1648722123.315065450,0,0.000000
1648722123.336475645,0,0.000000
1648722123.358312040,0,0.000000
1648722123.377499289,0,0.000000
1648722123.398447087,0,0.000000
1648722123.419762174,0,0.001000
1648722123.442469043,0,0.000000
1648722123.465999636,0,0.004000
1648722123.488059496,1,0.011000
1648722123.510921177,0,0.000000
1648722123.533443612,0,0.000000
1648722123.554194913,0,0.000000
1648722123.576247611,0,0.002000
1648722123.599878496,0,0.000000
1648722123.621695417,0,0.000000
1648722123.643124521,0,0.000000
1648722123.664730604,0,0.000000
1648722123.685220642,0,0.004000
1648722123.706855731,0,0.000000
1648722123.729355328,0,0.000000
1648722123.750973892,0,0.000000
1648722123.773225648,0,0.006000
1648722123.795111264,0,0.000000
1648722123.817875458,0,0.004000
1648722123.837200077,0,0.009000
1648722123.858459500,0,0.000000
1648722123.880614931,0,0.008000
1648722123.903316432,0,0.000000
1648722123.926487974,0,0.000000
1648722123.947376312,1,0.000000
1648722123.971228480,0,0.008000
1648722123.990417790,0,0.000000
1648722124.012090026,0,0.003000
1648722124.033150162,0,0.000000
1648722124.053959423,0,0.000000
1648722124.075092742,0,0.000000
1648722124.096422608,0,0.003000
1648722124.118898189,0,0.000000
1648722124.141416932,2,0.023000
1648722124.163895394,0,0.004000
1648722124.184736785,0,0.000000
1648722124.206205458,0,0.000000
1648722124.229089205,0,0.000000
1648722124.251017376,1,0.003000
1648722124.274076802,1,0.004000
1648722124.295822931,0,0.008000
1648722124.318014004,0,0.000000
1648722124.338108747,0,0.000000
1648722124.360394616,0,0.000000
1648722124.382211936,0,0.000000
1648722124.404724509,0,0.000000
1648722124.426496384,0,0.000000
1648722124.448907864,0,0.000000
1648722124.470311625,0,0.004000
1648722124.493832870,0,0.000000
1648722124.514077006,0,0.004000
1648722124.536351619,0,0.000000
1648722124.557742190,0,0.000000
1648722124.580622351,0,0.000000
1648722124.602442373,0,0.003000
1648722124.624324913,0,0.000000
1648722124.645466370,0,0.000000
1648722124.666086938,0,0.000000
1648722124.690249809,1,0.011000
1648722124.713478918,0,0.000000
1648722124.736880706,0,0.007000
1648722124.757898566,0,0.000000
1648722124.778488153,0,0.000000
1648722124.800177734,0,0.000000
1648722124.822909501,0,0.000000
1648722124.843867374,0,0.000000
1648722124.866072013,0,0.000000
1648722124.886170721,0,0.000000
1648722124.906267729,0,0.000000
1648722124.928266938,0,0.000000
1648722124.950472516,0,0.003000
1648722124.972256794,0,0.000000
1648722124.995968460,0,0.004000
1648722125.017944564,0,0.000000
1648722125.041230935,1,0.000000
1648722125.061053250,0,0.000000
1648722125.083270086,0,0.004000
1648722125.105969970,0,0.000000
1648722125.126848203,0,0.000000
1648722125.149720410,0,0.000000
1648722125.170470117,0,0.000000
1648722125.192782895,0,0.004000
1648722125.214945994,0,0.000000
1648722125.235763765,0,0.000000
1648722125.258910827,0,0.004000
1648722125.282196245,0,0.000000
1648722125.303486570,1,0.000000
1648722125.325287561,0,0.000000
1648722125.347246254,0,0.000000
1648722125.368896508,0,0.000000
1648722125.388637425,0,0.000000
1648722125.411628762,0,0.000000
1648722125.430927624,0,0.000000
1648722125.452128547,0,0.000000
1648722125.472548177,0,0.000000
1648722125.494631815,1,0.007000
1648722125.516156088,0,0.000000
1648722125.538366776,0,0.004000
1648722125.558570430,2,0.024000
1648722125.581306291,0,0.000000
1648722125.600628034,0,0.000000
1648722125.622150607,0,0.000000
1648722125.643926390,0,0.000000
1648722125.665722857,0,0.004000
1648722125.688275531,0,0.000000
1648722125.710933461,0,0.000000
1648722125.733468615,0,0.008000
1648722125.755477213,0,0.003000
1648722125.775917734,0,0.000000
1648722125.799084994,0,0.000000
1648722125.820569990,0,0.000000
1648722125.840326918,0,0.000000
1648722125.861504361,1,0.000000
1648722125.885090335,0,0.000000
1648722125.908220600,1,0.012000
1648722125.929380201,1,0.021000
1648722125.948794922,0,0.006000
1648722125.969161652,0,0.000000
1648722125.990578723,0,0.000000
1648722126.013153161,0,0.000000
1648722126.035157248,0,0.000000
1648722126.057552884,0,0.000000
1648722126.077906920,0,0.000000
1648722126.099302277,2,0.013000
1648722126.121844775,0,0.000000
1648722126.143741997,1,0.008000
1648722126.165155897,0,0.001000
1648722126.188536091,0,0.000000
1648722126.209136949,0,0.000000
1648722126.230935697,0,0.000000
1648722126.252240389,0,0.000000
1648722126.275462230,0,0.000000
1648722126.296466411,0,0.000000
1648722126.320023737,0,0.000000
1648722126.341545541,0,0.000000
1648722126.365292034,0,0.000000
1648722126.385896023,0,0.003000
1648722126.407385259,1,0.007000
1648722126.430298277,0,0.011000
1648722126.452104274,0,0.000000
1648722126.474191296,1,0.000000
1648722126.497114280,0,0.000000
1648722126.520311635,0,0.000000
1648722126.543011073,0,0.000000
1648722126.564175006,0,0.000000
1648722126.584172164,0,0.000000
1648722126.605977355,0,0.000000
1648722126.628639890,0,0.014000
1648722126.649821116,0,0.000000
1648722126.672696700,0,0.000000
1648722126.695194036,0,0.000000
1648722126.718569276,0,0.000000
1648722126.738832927,0,0.000000
1648722126.760643354,0,0.005000
1648722126.782161193,0,0.000000
1648722126.802340221,1,0.008000
1648722126.825598207,0,0.000000
1648722126.848041147,0,0.001000
1648722126.869555923,0,0.000000
1648722126.891970852,0,0.004000
1648722126.913253055,0,0.000000
1648722126.935975229,0,0.000000
1648722126.957098212,0,0.000000
1648722126.980442882,0,0.000000
1648722127.001957485,0,0.008000
1648722127.023433136,0,0.000000
1648722127.045477376,0,0.006000
1648722127.067234261,1,0.004000
1648722127.089922027,0,0.003000
1648722127.111364946,0,0.004000
1648722127.134380025,0,0.000000
1648722127.155967793,0,0.000000
1648722127.177138906,0,0.000000
1648722127.197408746,0,0.000000
1648722127.218663432,0,0.000000
1648722127.241064456,0,0.000000
1648722127.263220767,0,0.009000
1648722127.283931841,0,0.000000
1648722127.304670669,0,0.000000
1648722127.326456898,0,0.000000
1648722127.348019715,0,0.000000
1648722127.369461128,0,0.000000
1648722127.391061802,0,0.008000
1648722127.412481458,0,0.000000
1648722127.434278424,0,0.000000
1648722127.457358697,0,0.000000
1648722127.479402155,0,0.000000
1648722127.499656084,0,0.001000
1648722127.522500982,0,0.000000
1648722127.545589393,0,0.000000
1648722127.568437002,0,0.000000
1648722127.591137233,0,0.000000
1648722127.614203518,0,0.000000
1648722127.635486213,0,0.000000
1648722127.654898604,0,0.000000
1648722127.679549712,0,0.004000
1648722127.702726401,0,0.000000
1648722127.723959252,0,0.000000
1648722127.746183984,0,0.000000
1648722127.768419005,0,0.002000
1648722127.789338375,0,0.000000
1648722127.812005669,0,0.000000
1648722127.833994882,1,0.000000
1648722127.856635150,0,0.000000
1648722127.878992621,0,0.000000
1648722127.902726011,0,0.000000
1648722127.925504939,0,0.000000
1648722127.946858317,0,0.000000
1648722127.969126456,2,0.016000
1648722127.990664872,1,0.000000
1648722128.012409363,0,0.001000
1648722128.036322553,0,0.000000
1648722128.059586951,0,0.000000
1648722128.082544180,0,0.001000
1648722128.104214389,0,0.003000
1648722128.125941492,0,0.000000
1648722128.148509888,0,0.000000
1648722128.170096565,1,0.000000
1648722128.193714263,0,0.000000
1648722128.215873757,0,0.000000
1648722128.236383524,0,0.000000
1648722128.258187146,0,0.000000
1648722128.278267923,0,0.000000
1648722128.299640060,0,0.000000
1648722128.320047985,0,0.008000
1648722128.341318695,0,0.010000
1648722128.363708684,0,0.000000
1648722128.385461146,0,0.000000
1648722128.406496357,0,0.000000
1648722128.427928845,0,0.000000
1648722128.451038760,0,0.000000
1648722128.473923994,0,0.000000
1648722128.495842879,1,0.001000
1648722128.518172981,0,0.000000
1648722128.539927172,0,0.000000
