2 3.0 0.007505 1.0 0.002186
3 4.0 0.012015 2.0 0.007224
4 5.0 0.014845 4.0 0.013054
5 7.0 0.017493 4.0 0.013958
6 8.0 0.022025 6.0 0.019196
7 9.0 0.023901 8.0 0.022696
8 10.0 0.026748 10.0 0.026579
9 11.0 0.029522 10.0 0.02547
10 13.0 0.033274 9.0 0.021436
