600 0.013 0.000073 0.024 0.000109
650 0.038 0.000128 0.006 0.000074
700 0.001 0.00004 0.032 0.000116
750 0.027 0.000095 0.004 0.00008
800 0.022 0.000087 0.006 0.000096
850 0.019 0.000087 0.024 0.000113
900 0.023 0.00008 0.006 0.000098
950 0.034 0.000098 0.01 0.000109
1000 3.256 0.009918 0.013 0.000123
