600 528.6 0.070097 549.7 0.093003 600 0.0 538
650 564.7 0.027939 586.8 0.918937 650 0.0 578
700 606.0 0.966555 628.3 0.083844 700 0.0 624
750 656.9 0.21178 665.0 0.0 750 0.0 668
800 696.7 0.58365 703.5 0.173067 800 0.0 710
850 737.0 0.333333 742.9 0.078995 850 0.0 759
900 780.0 0.309401 781.0 0.943651 900 0.0 812
950 830.1 0.915141 819.9 0.72884 950 0.0 891
1000 949.4 0.221111 857.1 0.449138 1000 0.0 954
